date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:01:55	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:55%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_gloss-wave_35_f6a828_500x100.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:55	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:55%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_glass_100_f6f6f6_1x400.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_glass_100_f6f6f6_1x400.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:56	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:56%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_glass_100_fdf5ce_1x400.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_glass_100_fdf5ce_1x400.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:56	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:56%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_glass_65_ffffff_1x400.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_glass_65_ffffff_1x400.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:57	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:56%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:57	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:57%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_diagonals-thick_18_b81900_40x40.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:58	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:57%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-icons_222222_256x240.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-icons_222222_256x240.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:58	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:58%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-icons_ffffff_256x240.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-icons_ffffff_256x240.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:58	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:58%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-icons_ef8c08_256x240.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-icons_ef8c08_256x240.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:59	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:59%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-icons_228ef1_256x240.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-icons_228ef1_256x240.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:59	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:59%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-icons_ffd27a_256x240.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-icons_ffd27a_256x240.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:01:59	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:31:59%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_diagonals-thick_20_666666_40x40.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_diagonals-thick_20_666666_40x40.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:02:00	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Feb%202022%2012:32:00%20GMT	https://tobloef.com/text2mindmap/styles/old/images/ui-bg_flat_10_000000_40x100.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/tobloef.com/text2mindmap/styles/old/images/ui-bg_flat_10_000000_40x100.png	(from https://tobloef.com/text2mindmap/styles/old/jquery-ui-1.10.3.custom.min.css)
18:02:00	77459/77459	---M--	200	added ('OK')	image/png	etag:W/%2212e93-KPNQKTqw3bOpsGeMvHeArKE6uIw%22	https://cdn.jsdelivr.net/jquery.minicolors/2.0.4/jquery.minicolors.png	C:/Users/harsh/Documents/mit/abhyast_organisation/mindmap/ui/mindmap/cdn.jsdelivr.net/jquery.minicolors/2.0.4/jquery.minicolors.png	(from https://cdn.jsdelivr.net/jquery.minicolors/2.0.4/jquery.minicolors.css)
